"uid","namedLocation","domainID","siteID","nlcdClass","decimalLatitude","decimalLongitude","geodeticDatum","coordinateUncertainty","elevation","elevationUncertainty","startCollectDate","endCollectDate","receivedDate","testedDate","testingVialID","deprecatedVialID","sampleCondition","testProtocolVersion","testMethod","testResult","testPathogenName","testNumber","finalResult","locus","percentIdentity","sequenceDatabase","sequenceDatabaseID","extractDepleted","remarks","testedBy","laboratoryName"
"357bcb37-55b9-4b12-90f5-4b2254e68bda","JERC","D03","JERC",NA,31.194839,-84.468623,"WGS84",NA,47,NA,"2014-07-29T21:16Z","2014-07-31T14:11Z","2015-01-06T12:00Z","2015-01-15T12:00Z","JERC.2014.30.CULERR.F.T.01","JERC.2014.3.Culex erraticus.Female.T1","No known compromise","CAES_Pathogen_testing_SOP_2014-05-06","Culture","Negative","UNKV",1,"Y",NA,NA,NA,NA,"Y",NA,"r4iH4e2lsYW4kI6RhiJwwMegvyzkVSXT","Connecticut Agricultural Experiment Station"
"a0ff6026-8f8f-4578-b587-bdaacb9b3ee3","JERC","D03","JERC",NA,31.194839,-84.468623,"WGS84",NA,47,NA,"2014-07-29T21:16Z","2014-07-31T14:11Z","2015-01-06T12:00Z","2015-01-15T12:00Z","JERC.2014.30.CULERR.F.T.03","JERC.2014.3.Culex erraticus.Female.T3","No known compromise","CAES_Pathogen_testing_SOP_2014-05-06","Culture","Negative","UNKV",1,"Y",NA,NA,NA,NA,"Y",NA,"r4iH4e2lsYW4kI6RhiJwwMegvyzkVSXT","Connecticut Agricultural Experiment Station"
"f244a872-25ec-46ee-8aff-19a691c05319","JERC","D03","JERC",NA,31.194839,-84.468623,"WGS84",NA,47,NA,"2014-07-29T21:16Z","2014-07-31T14:11Z","2015-01-06T12:00Z","2015-01-15T12:00Z","JERC.2014.30.CULERR.F.T.04","JERC.2014.3.Culex erraticus.Female.T4","No known compromise","CAES_Pathogen_testing_SOP_2014-05-06","Culture","Negative","UNKV",1,"Y",NA,NA,NA,NA,"Y",NA,"r4iH4e2lsYW4kI6RhiJwwMegvyzkVSXT","Connecticut Agricultural Experiment Station"
"c40bb066-7c71-42e5-aa30-51b76b360209","JERC","D03","JERC",NA,31.194839,-84.468623,"WGS84",NA,47,NA,"2014-08-25T20:51Z","2014-08-27T12:54Z","2015-01-06T12:00Z","2015-01-15T12:00Z","JERC.2014.34.CULERR.F.T.02","JERC.2014.4.Culex erraticus.Female.T2","No known compromise","CAES_Pathogen_testing_SOP_2014-05-06","Culture","Negative","UNKV",1,"Y",NA,NA,NA,NA,"Y",NA,"r4iH4e2lsYW4kI6RhiJwwMegvyzkVSXT","Connecticut Agricultural Experiment Station"
"56e7b5c0-21b0-4248-af59-073d9099cfc8","JERC","D03","JERC",NA,31.194839,-84.468623,"WGS84",NA,47,NA,"2014-08-25T20:51Z","2014-08-27T12:54Z","2015-01-06T12:00Z","2015-01-15T12:00Z","JERC.2014.34.CULERR.F.T.01","JERC.2014.4.Culex erraticus.Female.T1","No known compromise","CAES_Pathogen_testing_SOP_2014-05-06","Culture","Negative","UNKV",1,"Y",NA,NA,NA,NA,"Y",NA,"r4iH4e2lsYW4kI6RhiJwwMegvyzkVSXT","Connecticut Agricultural Experiment Station"
"4ffa4b77-3515-4f7c-b9e0-2d39bb3894cf","JERC","D03","JERC",NA,31.194839,-84.468623,"WGS84",NA,47,NA,"2014-08-25T20:51Z","2014-08-27T12:54Z","2015-01-06T12:00Z","2015-01-15T12:00Z","JERC.2014.34.CULERR.F.T.03","JERC.2014.4.Culex erraticus.Female.T3","No known compromise","CAES_Pathogen_testing_SOP_2014-05-06","Culture","Negative","UNKV",1,"Y",NA,NA,NA,NA,"Y",NA,"r4iH4e2lsYW4kI6RhiJwwMegvyzkVSXT","Connecticut Agricultural Experiment Station"
"3913f454-1c11-4c5f-81fb-3ced35b48456","JERC","D03","JERC",NA,31.194839,-84.468623,"WGS84",NA,47,NA,"2014-09-22T22:36Z","2014-09-24T12:48Z","2015-01-06T12:00Z","2015-01-15T12:00Z","JERC.2014.38.COQPER.F.T.01","JERC.2014.5.Coquillettidia perturbans.Female.TI","No known compromise","CAES_Pathogen_testing_SOP_2014-05-06","Culture","Negative","UNKV",1,"Y",NA,NA,NA,NA,"Y",NA,"r4iH4e2lsYW4kI6RhiJwwMegvyzkVSXT","Connecticut Agricultural Experiment Station"
"ebd688b1-8ea4-4ace-a47b-fd0cad18dd87","JERC","D03","JERC",NA,31.194839,-84.468623,"WGS84",NA,47,NA,"2014-09-22T22:36Z","2014-09-24T13:11Z","2015-01-06T12:00Z","2015-01-15T12:00Z","JERC.2014.38.AEDVEX.F.T.01","JERC.2014.5.Aedes vexans.Female.TI","No known compromise","CAES_Pathogen_testing_SOP_2014-05-06","Culture","Negative","UNKV",1,"Y",NA,NA,NA,NA,"Y",NA,"r4iH4e2lsYW4kI6RhiJwwMegvyzkVSXT","Connecticut Agricultural Experiment Station"
"d780fa4a-ff09-42c4-b787-d56e5f5398df","OSBS","D03","OSBS",NA,29.689282,-81.993431,"WGS84",NA,46,NA,"2014-04-08T22:46Z","2014-04-10T15:03Z","2015-01-06T12:00Z","2015-01-08T12:00Z","OSBS.2014.14.CULSAL.F.T.11","OSBS.2014.1.Culex salinarius.Female.T11","No known compromise","CAES_Pathogen_testing_SOP_2014-05-06","Culture","Negative","UNKV",1,"Y",NA,NA,NA,NA,"Y",NA,"r4iH4e2lsYW4kI6RhiJwwMegvyzkVSXT","Connecticut Agricultural Experiment Station"
"73374d68-e076-4daa-9df3-59933a30420a","OSBS","D03","OSBS",NA,29.689282,-81.993431,"WGS84",NA,46,NA,"2014-04-08T22:46Z","2014-04-10T15:03Z","2015-01-06T12:00Z","2015-01-08T12:00Z","OSBS.2014.14.CULSAL.F.T.14","OSBS.2014.1.Culex salinarius.Female.T14","No known compromise","CAES_Pathogen_testing_SOP_2014-05-06","Culture","Negative","UNKV",1,"Y",NA,NA,NA,NA,"Y",NA,"r4iH4e2lsYW4kI6RhiJwwMegvyzkVSXT","Connecticut Agricultural Experiment Station"
"637a1eeb-cef2-4c6b-9410-7609aab0108c","OSBS","D03","OSBS",NA,29.689282,-81.993431,"WGS84",NA,46,NA,"2014-04-08T22:46Z","2014-04-10T15:03Z","2015-01-06T12:00Z","2015-01-08T12:00Z","OSBS.2014.14.CULSAL.F.T.10","OSBS.2014.1.Culex salinarius.Female.T10","No known compromise","CAES_Pathogen_testing_SOP_2014-05-06","Culture","Negative","UNKV",1,"Y",NA,NA,NA,NA,"Y",NA,"r4iH4e2lsYW4kI6RhiJwwMegvyzkVSXT","Connecticut Agricultural Experiment Station"
"df0bfab7-7484-4179-b628-105c79b11e18","OSBS","D03","OSBS",NA,29.689282,-81.993431,"WGS84",NA,46,NA,"2014-04-08T22:46Z","2014-04-10T15:03Z","2015-01-06T12:00Z","2015-01-08T12:00Z","OSBS.2014.14.CULSAL.F.T.07","OSBS.2014.1.Culex salinarius.Female.T7","No known compromise","CAES_Pathogen_testing_SOP_2014-05-06","Culture","Negative","UNKV",1,"Y",NA,NA,NA,NA,"Y",NA,"r4iH4e2lsYW4kI6RhiJwwMegvyzkVSXT","Connecticut Agricultural Experiment Station"
"ef91d2ed-872b-4e50-bd96-733075652905","OSBS","D03","OSBS",NA,29.689282,-81.993431,"WGS84",NA,46,NA,"2014-04-08T22:46Z","2014-04-10T15:03Z","2015-01-06T12:00Z","2015-01-08T12:00Z","OSBS.2014.14.CULSAL.F.T.13","OSBS.2014.1.Culex salinarius.Female.T13","No known compromise","CAES_Pathogen_testing_SOP_2014-05-06","Culture","Negative","UNKV",1,"Y",NA,NA,NA,NA,"Y",NA,"r4iH4e2lsYW4kI6RhiJwwMegvyzkVSXT","Connecticut Agricultural Experiment Station"
"d0427fb5-4dee-4e75-b1cd-f01f22164592","OSBS","D03","OSBS",NA,29.689282,-81.993431,"WGS84",NA,46,NA,"2014-04-08T22:46Z","2014-04-10T15:03Z","2015-01-06T12:00Z","2015-01-08T12:00Z","OSBS.2014.14.CULSAL.F.T.09","OSBS.2014.1.Culex salinarius.Female.T9","No known compromise","CAES_Pathogen_testing_SOP_2014-05-06","Culture","Negative","UNKV",1,"Y",NA,NA,NA,NA,"Y",NA,"r4iH4e2lsYW4kI6RhiJwwMegvyzkVSXT","Connecticut Agricultural Experiment Station"
"696737f9-3448-4f34-9ca6-8dea50aedad2","OSBS","D03","OSBS",NA,29.689282,-81.993431,"WGS84",NA,46,NA,"2014-04-08T22:46Z","2014-04-10T15:03Z","2015-01-06T12:00Z","2015-01-08T12:00Z","OSBS.2014.14.CULSAL.F.T.15","OSBS.2014.1.Culex salinarius.Female.T15","No known compromise","CAES_Pathogen_testing_SOP_2014-05-06","Culture","Negative","UNKV",1,"Y",NA,NA,NA,NA,"Y",NA,"r4iH4e2lsYW4kI6RhiJwwMegvyzkVSXT","Connecticut Agricultural Experiment Station"
"f93796e9-8e72-4fc9-a5a0-baced268dc49","OSBS","D03","OSBS",NA,29.689282,-81.993431,"WGS84",NA,46,NA,"2014-04-08T22:46Z","2014-04-10T15:03Z","2015-01-06T12:00Z","2015-01-08T12:00Z","OSBS.2014.14.CULSAL.F.T.08","OSBS.2014.1.Culex salinarius.Female.T8","No known compromise","CAES_Pathogen_testing_SOP_2014-05-06","Culture","Negative","UNKV",1,"Y",NA,NA,NA,NA,"Y",NA,"r4iH4e2lsYW4kI6RhiJwwMegvyzkVSXT","Connecticut Agricultural Experiment Station"
"9dcecf8f-7f0d-4d58-8849-90348301f426","OSBS","D03","OSBS",NA,29.689282,-81.993431,"WGS84",NA,46,NA,"2014-04-08T22:46Z","2014-04-10T15:03Z","2015-01-06T12:00Z","2015-01-08T12:00Z","OSBS.2014.14.CULSAL.F.T.12","OSBS.2014.1.Culex salinarius.Female.T12","No known compromise","CAES_Pathogen_testing_SOP_2014-05-06","Culture","Negative","UNKV",1,"Y",NA,NA,NA,NA,"Y",NA,"r4iH4e2lsYW4kI6RhiJwwMegvyzkVSXT","Connecticut Agricultural Experiment Station"
"582a9e5e-0175-4f9a-b093-3a130c2c3f3d","OSBS","D03","OSBS",NA,29.689282,-81.993431,"WGS84",NA,46,NA,"2014-04-08T22:46Z","2014-04-10T15:03Z","2015-01-06T12:00Z","2015-01-08T12:00Z","OSBS.2014.14.CULSAL.F.T.06","OSBS.2014.1.Culex salinarius.Female.T6","No known compromise","CAES_Pathogen_testing_SOP_2014-05-06","Culture","Negative","UNKV",1,"Y",NA,NA,NA,NA,"Y",NA,"r4iH4e2lsYW4kI6RhiJwwMegvyzkVSXT","Connecticut Agricultural Experiment Station"
"5c389883-d3c2-4559-8b89-1bb363974800","OSBS","D03","OSBS",NA,29.689282,-81.993431,"WGS84",NA,46,NA,"2014-04-08T22:46Z","2014-04-10T15:03Z","2015-01-06T12:00Z","2015-01-08T12:00Z","OSBS.2014.14.CULNIG.F.T.02","OSBS.2014.1.Culex nigripalpus.Female.T2","No known compromise","CAES_Pathogen_testing_SOP_2014-05-06","Culture","Negative","UNKV",1,"Y",NA,NA,NA,NA,"Y",NA,"r4iH4e2lsYW4kI6RhiJwwMegvyzkVSXT","Connecticut Agricultural Experiment Station"
"c02d6a71-2ee3-4477-ac7d-7cd22e719657","OSBS","D03","OSBS",NA,29.689282,-81.993431,"WGS84",NA,46,NA,"2014-04-08T22:46Z","2014-04-10T15:03Z","2015-01-06T12:00Z","2015-01-08T12:00Z","OSBS.2014.14.CULNIG.F.T.01","OSBS.2014.1.Culex nigripalpus.Female.T1","No known compromise","CAES_Pathogen_testing_SOP_2014-05-06","Culture","Negative","UNKV",1,"Y",NA,NA,NA,NA,"Y",NA,"r4iH4e2lsYW4kI6RhiJwwMegvyzkVSXT","Connecticut Agricultural Experiment Station"
"24c29643-57f5-455c-9d82-150b9c6368d6","OSBS","D03","OSBS",NA,29.689282,-81.993431,"WGS84",NA,46,NA,"2014-04-08T22:46Z","2014-04-10T15:03Z","2015-01-06T12:00Z","2015-01-08T12:00Z","OSBS.2014.14.CULSAL.F.T.03","OSBS.2014.1.Culex salinarius.Female.T3","No known compromise","CAES_Pathogen_testing_SOP_2014-05-06","Culture","Negative","UNKV",1,"Y",NA,NA,NA,NA,"Y",NA,"r4iH4e2lsYW4kI6RhiJwwMegvyzkVSXT","Connecticut Agricultural Experiment Station"
"590a5ca4-d603-4582-a1d0-3b1df6bef984","OSBS","D03","OSBS",NA,29.689282,-81.993431,"WGS84",NA,46,NA,"2014-04-08T22:46Z","2014-04-10T15:03Z","2015-01-06T12:00Z","2015-01-08T12:00Z","OSBS.2014.14.CULNIG.F.T.04","OSBS.2014.1.Culex nigripalpus.Female.T4","No known compromise","CAES_Pathogen_testing_SOP_2014-05-06","Culture","Negative","UNKV",1,"Y",NA,NA,NA,NA,"Y",NA,"r4iH4e2lsYW4kI6RhiJwwMegvyzkVSXT","Connecticut Agricultural Experiment Station"
"209faa63-9bcf-44ea-9db7-5527e4fe6dcb","OSBS","D03","OSBS",NA,29.689282,-81.993431,"WGS84",NA,46,NA,"2014-04-08T22:46Z","2014-04-10T15:03Z","2015-01-06T12:00Z","2015-01-08T12:00Z","OSBS.2014.14.CULSAL.F.T.04","OSBS.2014.1.Culex salinarius.Female.T4","No known compromise","CAES_Pathogen_testing_SOP_2014-05-06","Culture","Negative","UNKV",1,"Y",NA,NA,NA,NA,"Y",NA,"r4iH4e2lsYW4kI6RhiJwwMegvyzkVSXT","Connecticut Agricultural Experiment Station"
"dd1c65f4-ad5a-4d26-bbb8-9db811079532","OSBS","D03","OSBS",NA,29.689282,-81.993431,"WGS84",NA,46,NA,"2014-04-08T22:46Z","2014-04-10T15:03Z","2015-01-06T12:00Z","2015-01-08T12:00Z","OSBS.2014.14.CULERR.F.T.03","OSBS.2014.1.Culex erraticus.Female.T3","No known compromise","CAES_Pathogen_testing_SOP_2014-05-06","Culture","Negative","UNKV",1,"Y",NA,NA,NA,NA,"Y",NA,"r4iH4e2lsYW4kI6RhiJwwMegvyzkVSXT","Connecticut Agricultural Experiment Station"
"d9e49aea-7d72-4741-99f6-beab91d6c0bc","OSBS","D03","OSBS",NA,29.689282,-81.993431,"WGS84",NA,46,NA,"2014-04-08T22:46Z","2014-04-10T15:03Z","2015-01-06T12:00Z","2015-01-08T12:00Z","OSBS.2014.14.CULSAL.F.T.05","OSBS.2014.1.Culex salinarius.Female.T5","No known compromise","CAES_Pathogen_testing_SOP_2014-05-06","Culture","Negative","UNKV",1,"Y",NA,NA,NA,NA,"Y",NA,"r4iH4e2lsYW4kI6RhiJwwMegvyzkVSXT","Connecticut Agricultural Experiment Station"
